price actual,generation fossil hard coal,generation hydro pumped storage consumption,price actual ewm,generation fossil hard coal ewm,generation hydro pumped storage consumption ewm
67.36,1249.0,2152.0,63.58411663827795,1223.3608857285228,2317.882476834599
69.21,1415.0,1081.0,66.39705831913898,1319.1804428642613,1699.4412384172997
70.35,1597.0,341.0,68.37352915956949,1458.0902214321306,1020.2206192086496
68.77,1569.0,325.0,68.57176457978474,1513.5451107160652,672.6103096043248
68.82,1379.0,409.0,68.69588228989237,1446.2725553580326,540.8051548021624
68.23,1193.0,1095.0,68.46294114494619,1319.6362776790163,817.9025774010812
67.97,1155.0,1750.0,68.2164705724731,1237.3181388395085,1283.9512887005403
62.76,1137.0,2141.0,65.48823528623655,1187.159069419754,1712.4756443502702
62.03,1205.0,2175.0,63.75911764311827,1196.079534709877,1943.737822175135
66.69,1289.0,1936.0,65.22455882155913,1242.5397673549385,1939.8689110875675
71.5,1399.0,1271.0,68.36227941077956,1320.7698836774694,1605.4344555437838
72.14,1539.0,129.0,70.25113970538979,1429.884941838735,867.2172277718919
72.45,1555.0,0.0,71.35056985269489,1492.4424709193672,433.60861388594594
72.86,1507.0,0.0,72.10528492634745,1499.7212354596836,216.80430694297297
70.1,1441.0,117.0,71.10264246317372,1470.3606177298418,166.90215347148649
67.62,1291.0,587.0,69.36132123158686,1380.6803088649208,376.9510767357432
55.22,2559.0,1045.0,62.29066061579343,1969.8401544324604,710.9755383678716
50.54,2755.0,1257.0,56.41533030789671,2362.4200772162303,983.9877691839358
48.68,2678.0,1629.0,52.54766515394836,2520.210038608115,1306.4938845919678
48.02,2426.0,1962.0,50.28383257697418,2473.1050193040574,1634.246942295984
47.06,2046.0,2185.0,48.67191628848709,2259.5525096520287,1909.623471147992
46.79,2248.0,1795.0,47.73095814424354,2253.7762548260143,1852.311735573996
47.63,2148.0,1341.0,47.68047907212177,2200.888127413007,1596.655867786998
47.44,2100.0,378.0,47.56023953606088,2150.444063706504,987.327933893499
50.84,2143.0,0.0,49.20011976803045,2146.722031853252,493.6639669467495
54.84,2244.0,0.0,52.020059884015225,2195.361015926626,246.83198347337475
59.95,2209.0,17.0,55.985029942007614,2202.180507963313,131.91599173668735
59.35,2303.0,119.0,57.66751497100381,2252.5902539816566,125.45799586834367
57.03,2307.0,72.0,57.34875748550191,2279.795126990828,98.72899793417184
52.07,2164.0,69.0,54.70937874275096,2221.897563495414,83.86449896708592
52.15,2049.0,112.0,53.429689371375474,2135.448781747707,97.93224948354296
61.12,2104.0,251.0,57.27484468568774,2119.7243908738537,174.46612474177147
71.98,2098.0,506.0,64.62742234284387,2108.862195436927,340.2330623708857
74.64,2075.0,789.0,69.63371117142194,2091.931097718463,564.6165311854429
75.38,2162.0,416.0,72.50685558571097,2126.965548859232,490.3082655927215
76.49,2445.0,0.0,74.49842779285548,2285.982774429616,245.15413279636076
73.83,2169.0,0.0,74.16421389642774,2227.491387214808,122.57706639818036
69.51,1770.0,79.0,71.83710694821387,1998.745693607404,100.78853319909018
70.77,4247.0,650.0,71.30355347410693,3122.872846803702,375.39426659954506
64.89,3112.0,938.0,68.09677673705346,3117.4364234018512,656.6971332997725
60.91,2580.0,1021.0,64.50338836852673,2848.7182117009256,838.8485666498863
59.68,2576.5,1544.0,62.09169418426336,2712.6091058504626,1191.4242833249432
58.04,2573.0,2067.0,60.06584709213168,2642.8045529252317,1629.2121416624716
59.57,2551.0,2228.0,59.81792354606584,2596.902276462616,1928.606070831236
69.73,2351.0,2365.0,64.77396177303292,2473.951138231308,2146.803035415618
72.97,2202.0,2321.0,68.87198088651647,2337.975569115654,2233.901517707809
77.92,2138.0,2071.0,73.39599044325823,2237.9877845578267,2152.4507588539045
79.59,2239.0,1465.0,76.49299522162912,2238.4938922789133,1808.7253794269525
81.75,2545.0,1216.0,79.12149761081456,2391.7469461394567,1512.362689713476
71.48,5130.0,99.0,75.30074880540728,3760.873473069728,805.6813448567381
64.76,4990.0,693.0,70.03037440270364,4375.436736534864,749.3406724283691
60.22,5207.0,1000.0,65.12518720135182,4791.218368267432,874.6703362141845
57.14,5418.0,1053.0,61.13259360067591,5104.609184133717,963.8351681070924
53.94,5497.0,1052.0,57.53629680033795,5300.804592066858,1007.917584053546
53.43,5753.0,1016.0,55.48314840016897,5526.90229603343,1011.958792026773
56.68,6154.0,323.0,56.08157420008449,5840.451148016715,667.4793960133866
63.49,6527.0,17.0,59.78578710004224,6183.725574008357,342.2396980066933
66.75,6774.0,0.0,63.26789355002112,6478.862787004178,171.11984900334664
73.07,6973.0,0.0,68.16894677501055,6725.931393502089,85.55992450167332
78.95,7101.0,0.0,73.55947338750528,6913.465696751045,42.77996225083666
75.91,7198.0,0.0,74.73473669375264,7055.732848375523,21.38998112541833
73.12,7215.0,0.0,73.92736834687632,7135.366424187761,10.694990562709163
68.02,7210.0,0.0,70.97368417343816,7172.683212093881,5.347495281354583
66.67,7159.0,0.0,68.82184208671907,7165.841606046941,2.6737476406772918
65.08,7067.0,0.0,66.95092104335953,7116.42080302347,1.3368738203386457
66.1,6830.0,95.0,66.52546052167976,6973.210401511735,48.16843691016932
72.0,6873.0,5.0,69.26273026083987,6923.105200755867,26.58421845508466
78.6,7100.0,0.0,73.93136513041993,7011.552600377934,13.29210922754233
81.18,7172.0,0.0,77.55568256520996,7091.776300188967,6.646054613771165
81.65,7194.0,0.0,79.60284128260498,7142.888150094484,3.3230273068855825
78.63,7264.0,0.0,79.11642064130248,7203.444075047242,1.6615136534427912
73.2,7279.0,0.0,76.15821032065125,7241.222037523621,0.8307568267213956
72.46,7227.0,0.0,74.30910516032563,7234.111018761811,0.4153784133606978
67.24,7996.0,0.0,70.7745525801628,7615.055509380905,0.2076892066803489
64.17,7838.0,137.0,67.4722762900814,7726.527754690453,68.60384460334018
62.12,8048.0,482.0,64.7961381450407,7887.263877345226,275.30192230167006
62.11,7837.0,747.0,63.45306907252035,7862.131938672614,511.15096115083503
60.05,7827.0,845.0,61.75153453626017,7844.565969336307,678.0754805754175
62.48,7910.0,700.0,62.115767268130085,7877.282984668153,689.0377402877087
70.01,7856.0,209.0,66.06288363406505,7866.641492334076,449.0188701438544
75.2,7855.0,0.0,70.63144181703252,7860.820746167038,224.5094350719272
83.3,7982.0,0.0,76.96572090851626,7921.410373083519,112.2547175359636
93.14,7991.0,0.0,85.05286045425814,7956.20518654176,56.1273587679818
100.45,7979.0,0.0,92.75143022712908,7967.60259327088,28.0636793839909
95.17,7982.0,0.0,93.96071511356452,7974.80129663544,14.03183969199545
85.23,8005.0,0.0,89.59535755678226,7989.90064831772,7.015919845997725
77.29,7839.0,0.0,83.44267877839113,7914.45032415886,3.5079599229988623
76.61,7782.0,0.0,80.02633938919556,7848.22516207943,1.7539799614994311
77.15,7807.0,0.0,78.58816969459778,7827.612581039715,0.8769899807497156
79.51,7866.0,0.0,79.0490848472989,7846.806290519858,0.4384949903748578
91.05,8058.0,0.0,85.04954242364946,7952.403145259928,0.2192474951874289
95.29,8129.0,0.0,90.16977121182472,8040.701572629964,0.1096237475937144
91.25,8163.0,0.0,90.70988560591236,8101.8507863149825,0.0548118737968572
87.08,8002.0,0.0,88.89494280295618,8051.925393157491,0.0274059368984286
78.15,7853.0,6.0,83.5224714014781,7952.462696578746,3.0137029684492145
75.07,7601.0,137.0,79.29623570073905,7776.731348289373,70.00685148422461
73.73,7280.0,398.0,76.51311785036953,7528.365674144687,234.0034257421123
70.99,6774.0,392.0,73.75155892518475,7151.182837072343,313.00171287105616
68.3,6349.0,956.0,71.02577946259237,6750.091418536172,634.500856435528
64.22,6078.0,1088.0,67.62288973129618,6414.045709268086,861.250428217764
63.53,5984.0,1027.0,65.57644486564809,6199.022854634043,944.125214108882
66.7,5817.0,1348.0,66.13822243282405,6008.011427317022,1146.062607054441
69.79,5785.0,1804.0,67.96411121641202,5896.505713658511,1475.0313035272206
75.57,5570.0,1638.0,71.76705560820601,5733.252856829256,1556.5156517636103
82.36,6289.0,508.0,77.063527804103,6011.126428414627,1032.2578258818053
87.03,6720.0,198.0,82.04676390205151,6365.563214207314,615.1289129409026
91.08,7301.0,104.0,86.56338195102575,6833.281607103657,359.5644564704513
89.29,7468.0,0.0,87.92669097551288,7150.640803551829,179.78222823522566
85.45,7503.0,6.0,86.68834548775644,7326.820401775914,92.89111411761284
80.33,7551.0,27.0,83.50917274387822,7438.910200887957,59.945557058806415
77.33,7542.0,32.0,80.41958637193912,7490.455100443978,45.97277852940321
77.03,7517.0,10.0,78.72479318596956,7503.727550221989,27.986389264701604
78.15,7462.0,0.0,78.43739659298478,7482.863775110994,13.993194632350802
80.48,7437.0,0.0,79.4586982964924,7459.931887555497,6.996597316175401
90.87,7345.0,0.0,85.1643491482462,7402.465943777748,3.4982986580877005
94.11,7419.0,0.0,89.6371745741231,7410.732971888874,1.7491493290438502
90.26,7224.0,84.0,89.94858728706154,7317.366485944437,42.87457466452192
84.66,7191.0,81.0,87.30429364353077,7254.183242972218,61.937287332260965
77.05,7012.0,4.0,82.17714682176538,7133.091621486109,32.96864366613048
73.14,6549.0,0.0,77.6585734108827,6841.045810743055,16.48432183306524
67.7,7695.0,0.0,72.67928670544134,7268.022905371527,8.24216091653262
61.05,7691.0,62.0,66.86464335272066,7479.511452685763,35.12108045826631
59.61,7435.0,167.0,63.23732167636033,7457.255726342882,101.06054022913315
58.65,7544.0,557.0,60.943660838180165,7500.627863171441,329.0302701145666
58.4,7375.0,734.0,59.671830419090085,7437.813931585721,531.5151350572833
59.77,7442.0,753.0,59.72091520954504,7439.90696579286,642.2575675286416
68.38,7465.0,468.0,64.05045760477252,7452.45348289643,555.1287837643208
75.5,7674.0,297.0,69.77522880238627,7563.226741448215,426.0643918821604
81.67,7654.0,43.0,75.72261440119314,7608.613370724108,234.5321959410802
85.8,7801.0,0.0,80.76130720059658,7704.806685362054,117.2660979705401
92.0,7866.0,0.0,86.38065360029829,7785.403342681027,58.63304898527005
89.66,7645.0,0.0,88.02032680014915,7715.201671340514,29.316524492635025
85.5,7610.0,0.0,86.76016340007457,7662.600835670257,14.658262246317513
81.22,7710.0,0.0,83.99008170003728,7686.300417835128,7.329131123158756
77.08,7738.0,0.0,80.53504085001865,7712.150208917565,3.664565561579378
77.33,7777.0,1.0,78.93252042500933,7744.575104458782,2.332282780789689
80.09,7817.0,0.0,79.51126021250467,7780.787552229391,1.1661413903948443
81.64,7645.0,4.0,80.57563010625233,7712.893776114695,2.5830706951974225
88.51,7179.0,167.0,84.54281505312616,7445.946888057348,84.79153534759871
89.0,6873.0,433.0,86.77140752656308,7159.473444028674,258.89576767379936
87.11,6633.0,183.0,86.94070376328153,6896.236722014337,220.94788383689968
82.13,7175.0,50.0,84.53535188164076,7035.6183610071685,135.47394191844984
78.39,7443.0,1.0,81.46267594082039,7239.309180503584,68.23697095922492
72.17,7447.0,0.0,76.81633797041019,7343.154590251792,34.11848547961246
61.8,7380.0,321.0,69.3081689852051,7361.577295125896,177.55924273980622
59.46,7378.0,391.0,64.38408449260255,7369.7886475629475,284.2796213699031
55.97,7369.0,472.0,60.17704224630128,7369.394323781474,378.1398106849516
55.03,7318.0,488.0,57.60352112315064,7343.697161890737,433.06990534247575
54.53,7337.0,660.0,56.06676056157532,7340.348580945369,546.5349526712379
55.44,7357.0,490.0,55.75338028078766,7348.674290472684,518.267476335619
57.22,7242.0,150.0,56.48669014039383,7295.337145236343,334.1337381678095
63.84,7236.0,0.0,60.16334507019692,7265.668572618171,167.06686908390475
71.4,7260.0,0.0,65.78167253509847,7262.834286309086,83.53343454195237
74.51,7419.0,0.0,70.14583626754924,7340.917143154543,41.76671727097619
77.05,7347.0,0.0,73.59791813377461,7343.958571577272,20.883358635488094
75.49,7333.0,121.0,74.54395906688731,7338.479285788636,70.94167931774405
74.23,7368.0,166.0,74.38697953344365,7353.239642894317,118.47083965887202
74.0,7380.0,9.0,74.19348976672183,7366.619821447159,63.73541982943601
72.86,7409.0,0.0,73.52674488336092,7387.809910723579,31.86770991471801
69.68,7403.0,72.0,71.60337244168046,7395.40495536179,51.933854957359
68.36,7314.0,83.0,69.98168622084023,7354.702477680895,67.46692747867951
71.77,7246.0,83.0,70.8758431104201,7300.351238840447,75.23346373933975
77.55,6732.0,72.0,74.21292155521004,7016.175619420224,73.61673186966988
78.67,6632.0,0.0,76.44146077760502,6824.087809710112,36.80836593483494
78.46,6937.0,0.0,77.4507303888025,6880.543904855056,18.40418296741747
78.1,7119.0,60.0,77.77536519440125,6999.771952427528,39.202091483708735
70.98,7025.0,190.0,74.37768259720062,7012.385976213764,114.60104574185436
62.14,7088.0,300.0,68.25884129860032,7050.192988106882,207.3005228709272
60.35,4352.0,753.0,64.30442064930016,5701.096494053441,480.1502614354636
54.98,3416.0,896.0,59.64221032465008,4558.548247026721,688.0751307177318
53.36,2719.0,1176.0,56.50110516232504,3638.77412351336,932.037565358866
52.62,2553.0,1799.0,54.56055258116252,3095.88706175668,1365.518782679433
49.17,2460.0,2226.0,51.865276290581264,2777.94353087834,1795.7593913397163
47.97,2335.0,2285.0,49.91763814529063,2556.4717654391698,2040.3796956698584
49.1,2187.0,2289.0,49.50881907264532,2371.735882719585,2164.689847834929
49.91,1855.0,2324.0,49.70940953632265,2113.3679413597924,2244.3449239174643
51.53,1779.0,2497.0,50.61970476816133,1946.183970679896,2370.672461958732
55.87,1869.0,2946.0,53.24485238408066,1907.591985339948,2658.336230979366
55.81,1811.0,2892.0,54.52742619204033,1859.295992669974,2775.1681154896837
54.7,1847.0,2570.0,54.61371309602016,1853.147996334987,2672.5840577448416
52.89,1910.0,2604.0,53.75185654801008,1881.5739981674933,2638.292028872421
54.58,1928.0,2204.0,54.16592827400504,1904.7869990837469,2421.1460144362104
54.82,1857.0,1879.0,54.49296413700252,1880.893499541873,2150.073007218105
52.08,1899.0,1965.0,53.28648206850126,1889.9467497709363,2057.5365036090525
52.05,1859.0,1934.0,52.66824103425063,1874.4733748854685,1995.7682518045265
55.59,1982.0,1284.0,54.12912051712532,1928.236687442734,1639.8841259022631
77.6,2327.0,453.0,65.86456025856265,2127.618343721367,1046.4420629511314
80.36,2424.0,140.0,73.11228012928132,2275.809171860684,593.2210314755657
82.29,2193.0,149.0,77.70114006464067,2234.404585930342,371.11051573778286
82.47,2114.0,460.0,80.08557003232033,2174.202292965171,415.5552578688914
78.06,1960.0,673.0,79.07278501616017,2067.1011464825856,544.2776289344457
70.13,1727.0,1168.0,74.60139250808008,1897.0505732412928,856.1388144672228
60.81,7023.0,290.0,67.70569625404005,4460.025286620647,573.0694072336114
58.27,7141.0,499.0,62.98784812702003,5800.512643310323,536.0347036168057
53.65,7128.0,686.0,58.31892406351001,6464.256321655162,611.0173518084029
51.95,7102.0,771.0,55.13446203175501,6783.12816082758,691.0086759042015
51.4,7019.0,854.0,53.2672310158775,6901.06408041379,772.5043379521007
52.93,7060.0,712.0,53.098615507938746,6980.532040206896,742.2521689760504
58.8,7071.0,405.0,55.94930775396937,7025.766020103448,573.6260844880252
70.52,7159.0,34.0,63.23465387698468,7092.383010051724,303.8130422440126
75.72,7140.0,2.0,69.47732693849234,7116.191505025862,152.9065211220063
81.92,7148.0,48.0,75.69866346924617,7132.095752512931,100.45326056100316
74.35,7389.0,2.0,75.02433173462308,7260.547876256465,51.22663028050157
62.43,7273.0,38.0,68.72716586731154,7266.773938128233,44.61331514025079
55.61,6070.0,632.0,62.16858293365577,6668.386969064117,338.30665757012537
52.54,5834.0,1460.0,57.35429146682789,6251.193484532058,899.1533287850627
50.97,5456.0,2013.0,54.16214573341394,5853.596742266029,1456.0766643925313
49.57,5421.0,2479.0,51.86607286670697,5637.298371133014,1967.5383321962656
48.74,5325.0,2608.0,50.30303643335348,5481.149185566507,2287.7691660981327
49.56,5466.0,2466.0,49.93151821667674,5473.574592783254,2376.8845830490664
53.96,5735.0,1181.0,51.94575910833837,5604.287296391627,1778.9422915245332
65.89,6706.0,134.0,58.91787955416919,6155.1436481958135,956.4711457622666
73.97,7228.0,0.0,66.4439397770846,6691.571824097907,478.2355728811333
78.25,7103.0,1.0,72.3469698885423,6897.285912048954,239.61778644056665
83.44,7075.0,0.0,77.89348494427115,6986.142956024477,119.80889322028332
81.74,6823.0,47.0,79.81674247213557,6904.571478012238,83.40444661014166
78.22,6933.0,1.0,79.0183712360678,6918.785739006119,42.20222330507083
74.18,7080.0,0.0,76.5991856180339,6999.392869503059,21.101111652535412
69.45,7024.0,2.0,73.02459280901695,7011.6964347515295,11.550555826267708
69.58,7030.0,0.0,71.30229640450847,7020.848217375765,5.775277913133854
72.97,7022.0,81.0,72.13614820225423,7021.424108687883,43.38763895656693
75.59,7085.0,1.0,73.86307410112713,7053.212054343941,22.193819478283466
86.26,7068.0,0.0,80.06153705056357,7060.606027171971,11.096909739141733
88.57,7241.0,0.0,84.31576852528178,7150.803013585985,5.5484548695708655
87.32,7257.0,0.0,85.81788426264089,7203.901506792992,2.7742274347854328
77.41,7231.0,0.0,81.61394213132044,7217.450753396496,1.3871137173927164
67.0,7192.0,90.0,74.30697106566022,7204.7253766982485,45.69355685869636
60.23,6948.0,771.0,67.26848553283011,7076.362688349124,408.3467784293482
54.69,6121.0,964.0,60.979242766415055,6598.681344174562,686.1733892146741
53.88,5281.0,1264.0,57.42962138320753,5939.840672087281,975.086694607337
53.19,5202.0,1868.0,55.309810691603765,5570.92033604364,1421.5433473036685
52.57,5267.0,1966.0,53.93990534580188,5418.96016802182,1693.771673651834
57.13,5587.0,1922.0,55.53495267290094,5502.98008401091,1807.885836825917
70.06,6404.0,935.0,62.79747633645047,5953.490042005455,1371.4429184129583
76.53,7072.0,8.0,69.66373816822524,6512.745021002727,689.7214592064793
83.97,7498.0,0.0,76.81686908411262,7005.372510501364,344.86072960323963
92.24,7571.0,1.0,84.52843454205632,7288.186255250682,172.93036480161982
97.95,7581.0,0.0,91.23921727102817,7434.593127625341,86.46518240080991
94.52,7230.0,0.0,92.87960863551407,7332.296563812671,43.23259120040496
86.31,7472.0,0.0,89.59480431775704,7402.148281906335,21.61629560020248
79.91,7568.0,1.0,84.75240215887851,7485.074140953167,11.30814780010124
76.06,7573.0,0.0,80.40620107943926,7529.037070476584,5.654073900050619
75.64,7557.0,0.0,78.02310053971962,7543.018535238292,2.8270369500253096
77.09,7568.0,0.0,77.55655026985981,7555.509267619146,1.4135184750126548
79.62,7593.0,0.0,78.58827513492992,7574.254633809573,0.7067592375063274
88.06,7589.0,0.0,83.32413756746496,7581.627316904786,0.3533796187531637
88.75,7602.0,0.0,86.03706878373248,7591.813658452393,0.1766898093765818
86.91,7578.0,0.0,86.47353439186624,7584.906829226196,0.0883449046882909
79.91,7560.0,0.0,83.19176719593312,7572.453414613098,0.0441724523441454
70.11,7474.0,0.0,76.65088359796655,7523.226707306549,0.0220862261720727
59.27,6948.0,33.0,67.96044179898328,7235.613353653274,16.511043113086036
49.14,6296.0,878.0,58.55022089949164,6765.806676826637,447.25552155654304
45.38,5599.0,2130.0,51.96511044974582,6182.403338413318,1288.6277607782715
43.68,4801.0,2655.0,47.822555224872914,5491.701669206659,1971.813880389136
42.49,4487.0,3060.0,45.156277612436455,4989.3508346033295,2515.906940194568
40.7,4427.0,3124.0,42.92813880621823,4708.175417301665,2819.953470097284
41.48,4933.0,2926.0,42.20406940310912,4820.587708650833,2872.976735048642
46.24,5435.0,1776.0,44.22203470155456,5127.793854325417,2324.488367524321
56.67,6129.0,260.0,50.44601735077728,5628.396927162708,1292.2441837621604
69.9,6488.0,0.0,60.17300867538864,6058.198463581354,646.1220918810802
76.22,6525.0,0.0,68.19650433769432,6291.599231790677,323.0610459405401
79.18,6524.0,1.0,73.68825216884716,6407.799615895338,162.03052297027006
77.66,6312.0,0.0,75.67412608442358,6359.89980794767,81.01526148513503
70.25,6248.0,79.0,72.96206304221178,6303.949903973835,80.00763074256751
57.96,6270.0,1.0,65.4610315211059,6286.974951986917,40.50381537128376
54.4,6044.0,190.0,59.93051576055295,6165.487475993459,115.25190768564188
53.87,6075.0,266.0,56.90025788027647,6120.24373799673,190.62595384282093
57.8,6046.0,195.0,57.35012894013824,6083.121868998365,192.81297692141047
65.77,6197.0,3.0,61.56006447006912,6140.060934499183,97.90648846070523
78.95,6449.0,0.0,70.25503223503456,6294.530467249591,48.95324423035262
80.36,6607.0,0.0,75.30751611751728,6450.765233624796,24.47662211517631
79.38,6641.0,0.0,77.34375805875864,6545.882616812398,12.238311057588154
70.31,6395.0,1.0,73.82687902937931,6470.441308406199,6.619155528794077
56.77,5720.0,166.0,65.29843951468966,6095.2206542031,86.30957776439703
53.49,5457.0,971.0,59.39421975734483,5776.11032710155,528.6547888821985
45.92,4845.0,1748.0,52.657109878672415,5310.555163550775,1138.3273944410994
43.7,4589.0,2709.0,48.17855493933621,4949.777581775387,1923.6636972205497
42.91,4223.0,3132.0,45.5442774696681,4586.388790887693,2527.831848610275
42.15,4248.0,3180.0,43.84713873483405,4417.194395443847,2853.915924305137
42.73,4204.0,3358.0,43.28856936741703,4310.597197721923,3105.9579621525686
45.02,4138.0,3224.0,44.15428468370851,4224.298598860962,3164.978981076284
50.41,4558.0,1859.0,47.282142341854254,4391.149299430481,2511.989490538142
66.58,5522.0,402.0,56.931071170927126,4956.57464971524,1456.994745269071
78.3,6111.0,1.0,67.61553558546356,5533.78732485762,728.9973726345355
85.84,6052.0,2.0,76.72776779273178,5792.89366242881,365.49868631726775
89.11,5501.0,96.0,82.91888389636588,5646.946831214405,230.74934315863388
85.59,5460.0,110.0,84.25444194818294,5553.473415607203,170.37467157931695
78.55,5816.0,220.0,81.40222097409148,5684.736707803601,195.18733578965848
71.22,5715.0,564.0,76.31111048704574,5699.8683539018,379.59366789482925
61.29,5456.0,964.0,68.80055524352287,5577.9341769509,671.7968339474146
59.4,5508.0,1483.0,64.10027762176144,5542.9670884754505,1077.3984169737073
66.69,5876.0,1033.0,65.39513881088072,5709.483544237725,1055.1992084868536
71.61,6159.0,67.0,68.50256940544037,5934.241772118863,561.0996042434268
82.21,6225.0,0.0,75.35628470272019,6079.620886059432,280.5498021217134
84.46,6505.0,0.0,79.90814235136008,6292.310443029715,140.2749010608567
82.09,6641.0,0.0,80.99907117568004,6466.655221514858,70.13745053042835
76.0,6654.0,0.0,78.49953558784003,6560.327610757429,35.06872526521418
68.82,6406.0,1.0,73.65976779392001,6483.163805378715,18.03436263260709
58.81,5992.0,26.0,66.23488389696001,6237.581902689357,22.017181316303542
50.65,5546.0,715.0,58.44244194848001,5891.790951344678,368.5085906581518
47.98,5447.0,2145.0,53.21122097424001,5669.39547567234,1256.7542953290758
46.67,5036.0,2932.0,49.94061048712,5352.69773783617,2094.377147664538
46.66,4855.0,2974.0,48.30030524356,5103.848868918085,2534.188573832269
45.48,4926.0,2976.0,46.89015262178,5014.9244344590425,2755.0942869161345
46.52,5115.0,2867.0,46.70507631089001,5064.962217229521,2811.0471434580672
47.61,4953.0,2060.0,47.157538155445,5008.98110861476,2435.5235717290334
51.97,4943.0,736.0,49.5637690777225,4975.99055430738,1585.7617858645167
58.88,5320.0,27.0,54.22188453886125,5147.99527715369,806.3808929322583
68.81,5684.0,0.0,61.515942269430624,5415.997638576845,403.1904464661292
73.52,5818.0,0.0,67.51797113471531,5616.998819288423,201.5952232330646
73.67,5792.0,0.0,70.59398556735766,5704.499409644212,100.7976116165323
71.88,5775.0,0.0,71.23699278367883,5739.749704822106,50.39880580826615
68.06,5722.0,0.0,69.64849639183942,5730.874852411052,25.199402904133077
