generation fossil hard coal,price actual,generation hydro pumped storage consumption,generation fossil hard coal ewm,price actual ewm,generation hydro pumped storage consumption ewm,generation other renewable,generation other ewm,generation other renewable ewm,generation fossil oil ewm
1180.0,56.22,2953.0,1194.8870858281828,56.98293310622358,2633.0598146767925,66.0,78.16992283046136,66.71063732549553,205.64171922401923
1246.0,58.13,2744.0,1220.4435429140913,57.55646655311179,2688.529907338396,68.0,77.58496141523068,67.35531866274776,196.8208596120096
1175.0,62.06,2279.0,1197.7217714570456,59.808233276555896,2483.764953669198,67.0,77.29248070761534,67.17765933137389,193.4104298060048
1249.0,67.36,2152.0,1223.3608857285228,63.58411663827795,2317.882476834599,66.0,77.14624035380767,66.58882966568694,191.7052149030024
1415.0,69.21,1081.0,1319.1804428642613,66.39705831913898,1699.4412384172997,68.0,76.57312017690384,67.29441483284347,208.8526074515012
1597.0,70.35,341.0,1458.0902214321306,68.37352915956949,1020.2206192086496,68.0,76.28656008845192,67.64720741642174,228.92630372575056
1569.0,68.77,325.0,1513.5451107160652,68.57176457978474,672.6103096043248,71.0,76.14328004422596,69.32360370821087,239.4631518628753
1379.0,68.82,409.0,1446.2725553580326,68.69588228989237,540.8051548021624,64.0,76.07164002211297,66.66180185410543,243.23157593143765
1193.0,68.23,1095.0,1319.6362776790163,68.46294114494619,817.9025774010812,64.0,76.03582001105649,65.33090092705271,246.1157879657188
1155.0,67.97,1750.0,1237.3181388395085,68.2164705724731,1283.9512887005403,64.0,76.51791000552825,64.66545046352635,247.0578939828594
1137.0,62.76,2141.0,1187.159069419754,65.48823528623655,1712.4756443502702,62.0,76.25895500276413,63.33272523176318,226.5289469914297
1205.0,62.03,2175.0,1196.079534709877,63.75911764311827,1943.737822175135,61.0,76.12947750138207,62.16636261588159,208.26447349571487
1289.0,66.69,1936.0,1242.5397673549385,65.22455882155913,1939.8689110875675,59.0,76.56473875069103,60.58318130794079,199.13223674785743
1399.0,71.5,1271.0,1320.7698836774694,68.36227941077956,1605.4344555437838,62.0,77.28236937534552,61.2915906539704,208.5661183739287
1539.0,72.14,129.0,1429.884941838735,70.25113970538979,867.2172277718919,66.0,78.14118468767276,63.6457953269852,225.78305918696435
1555.0,72.45,0.0,1492.4424709193672,71.35056985269489,433.60861388594594,67.0,79.57059234383638,65.3228976634926,234.89152959348215
1507.0,72.86,0.0,1499.7212354596836,72.10528492634745,216.80430694297297,69.0,80.78529617191819,67.1614488317463,239.9457647967411
1441.0,70.1,117.0,1470.3606177298418,71.10264246317372,166.90215347148649,71.0,81.3926480859591,69.08072441587315,243.47288239837053
1291.0,67.62,587.0,1380.6803088649208,69.36132123158686,376.9510767357432,70.0,82.19632404297954,69.54036220793657,245.7364411991853
2559.0,55.22,1045.0,1969.8401544324604,62.29066061579343,710.9755383678716,58.0,81.59816202148977,63.77018110396829,284.36822059959263
2755.0,50.54,1257.0,2362.4200772162303,56.41533030789671,983.9877691839358,58.0,81.29908101074489,60.88509055198414,297.1841102997963
2678.0,48.68,1629.0,2520.210038608115,52.54766515394836,1306.4938845919678,57.0,81.14954050537244,58.94254527599208,301.59205514989816
2426.0,48.02,1962.0,2473.1050193040574,50.28383257697418,1634.246942295984,56.0,81.57477025268622,57.47127263799604,306.2960275749491
2046.0,47.06,2185.0,2259.5525096520287,48.67191628848709,1909.623471147992,56.0,81.78738512634311,56.73563631899802,308.1480137874745
2248.0,46.79,1795.0,2253.7762548260143,47.73095814424354,1852.311735573996,58.0,81.89369256317156,57.36781815949901,309.0740068937373
2148.0,47.63,1341.0,2200.888127413007,47.68047907212177,1596.655867786998,54.0,81.94684628158578,55.68390907974951,314.53700344686865
2100.0,47.44,378.0,2150.444063706504,47.56023953606088,987.327933893499,56.0,81.97342314079289,55.84195453987475,319.7685017234343
2143.0,50.84,0.0,2146.722031853252,49.20011976803045,493.6639669467495,53.0,82.48671157039644,54.420977269937374,339.3842508617172
2244.0,54.84,0.0,2195.361015926626,52.020059884015225,246.83198347337475,54.0,83.24335578519822,54.21048863496869,353.6921254308586
2209.0,59.95,17.0,2202.180507963313,55.985029942007614,131.91599173668735,55.0,84.12167789259911,54.60524431748434,361.8460627154293
2303.0,59.35,119.0,2252.5902539816566,57.66751497100381,125.45799586834367,60.0,84.06083894629955,57.30262215874217,366.42303135771465
2307.0,57.03,72.0,2279.795126990828,57.34875748550191,98.72899793417184,57.0,84.53041947314978,57.15131107937109,368.7115156788573
2164.0,52.07,69.0,2221.897563495414,54.70937874275096,83.86449896708592,59.0,84.76520973657489,58.07565553968554,366.85575783942863
2049.0,52.15,112.0,2135.448781747707,53.429689371375474,97.93224948354296,57.0,84.88260486828744,57.53782776984277,370.4278789197143
2104.0,61.12,251.0,2119.7243908738537,57.27484468568774,174.46612474177147,59.0,85.94130243414372,58.26891388492139,376.7139394598572
2098.0,71.98,506.0,2108.862195436927,64.62742234284387,340.2330623708857,61.0,84.97065121707186,59.634456942460695,378.85696972992855
2075.0,74.64,789.0,2091.931097718463,69.63371117142194,564.6165311854429,59.0,84.48532560853593,59.31722847123035,380.9284848649643
2162.0,75.38,416.0,2126.965548859232,72.50685558571097,490.3082655927215,59.0,84.74266280426797,59.158614235615175,382.9642424324821
2445.0,76.49,0.0,2285.982774429616,74.49842779285548,245.15413279636076,57.0,84.87133140213399,58.07930711780759,385.982121216241
2169.0,73.83,0.0,2227.491387214808,74.16421389642774,122.57706639818036,59.0,84.935665701067,58.539653558903794,389.9910606081205
1770.0,69.51,79.0,1998.745693607404,71.83710694821387,100.78853319909018,59.0,84.4678328505335,58.7698267794519,390.49553030406025
4247.0,70.77,650.0,3122.872846803702,71.30355347410693,375.39426659954506,72.0,62.73391642526675,65.38491338972595,371.2477651520301
3112.0,64.89,938.0,3117.4364234018512,68.09677673705346,656.6971332997725,74.0,51.86695821263338,69.69245669486298,340.62388257601503
2580.0,60.91,1021.0,2848.7182117009256,64.50338836852673,838.8485666498863,75.0,44.93347910631669,72.34622834743149,325.8119412880075
2576.5,59.68,1544.0,2712.6091058504626,62.09169418426336,1191.4242833249432,73.0,41.46673955315835,72.67311417371575,317.6559706440038
2573.0,58.04,2067.0,2642.8045529252317,60.06584709213168,1629.2121416624716,71.0,39.73336977657917,71.83655708685788,312.8279853220019
2551.0,59.57,2228.0,2596.902276462616,59.81792354606584,1928.606070831236,72.0,38.86668488828958,71.91827854342894,306.413992661001
2351.0,69.73,2365.0,2473.951138231308,64.77396177303292,2146.803035415618,73.0,38.43334244414479,72.45913927171446,298.7069963305005
2202.0,72.97,2321.0,2337.975569115654,68.87198088651647,2233.901517707809,74.0,38.71667122207239,73.22956963585723,299.85349816525024
2138.0,77.92,2071.0,2237.9877845578267,73.39599044325823,2152.4507588539045,74.0,38.3583356110362,73.61478481792861,308.4267490826251
2239.0,79.59,1465.0,2238.4938922789133,76.49299522162912,1808.7253794269525,76.0,38.1791678055181,74.8073924089643,319.71337454131253
2545.0,81.75,1216.0,2391.7469461394567,79.12149761081456,1512.362689713476,74.0,37.589583902759045,74.40369620448215,328.35668727065627
5130.0,71.48,99.0,3760.873473069728,75.30074880540728,805.6813448567381,66.0,61.29479195137952,70.20184810224107,292.67834363532813
4990.0,64.76,693.0,4375.436736534864,70.03037440270364,749.3406724283691,63.0,73.14739597568976,66.60092405112053,275.33917181766407
5207.0,60.22,1000.0,4791.218368267432,65.12518720135182,874.6703362141845,63.0,79.57369798784488,64.80046202556026,270.669585908832
5418.0,57.14,1053.0,5104.609184133717,61.13259360067591,963.8351681070924,65.0,82.28684899392243,64.90023101278013,266.334792954416
5497.0,53.94,1052.0,5300.804592066858,57.53629680033795,1007.917584053546,66.0,83.64342449696122,65.45011550639006,266.167396477208
5753.0,53.43,1016.0,5526.90229603343,55.48314840016897,1011.958792026773,64.0,84.32171224848061,64.72505775319503,264.58369823860403
6154.0,56.68,323.0,5840.451148016715,56.08157420008449,667.4793960133866,63.0,84.6608561242403,63.86252887659752,260.791849119302
6527.0,63.49,17.0,6183.725574008357,59.78578710004224,342.2396980066933,63.0,84.83042806212015,63.431264438298754,271.895924559651
6774.0,66.75,0.0,6478.862787004178,63.26789355002112,171.11984900334664,63.0,85.41521403106007,63.21563221914938,307.4479622798255
6973.0,73.07,0.0,6725.931393502089,68.16894677501055,85.55992450167332,64.0,84.20760701553004,63.607816109574685,337.7239811399128
7101.0,78.95,0.0,6913.465696751045,73.55947338750528,42.77996225083666,64.0,85.60380350776502,63.80390805478734,349.3619905699564
7198.0,75.91,0.0,7055.732848375523,74.73473669375264,21.38998112541833,63.0,86.3019017538825,63.40195402739367,350.18099528497817
7215.0,73.12,0.0,7135.366424187761,73.92736834687632,10.694990562709163,62.0,85.15095087694125,62.70097701369684,349.5904976424891
7210.0,68.02,0.0,7172.683212093881,70.97368417343816,5.347495281354583,61.0,85.57547543847062,61.85048850684842,352.7952488212445
7159.0,66.67,0.0,7165.841606046941,68.82184208671907,2.6737476406772918,68.0,85.28773771923531,64.92524425342421,358.89762441062226
7067.0,65.08,0.0,7116.42080302347,66.95092104335953,1.3368738203386457,69.0,85.64386885961765,66.9626221267121,362.4488122053111
6830.0,66.1,95.0,6973.210401511735,66.52546052167976,48.16843691016932,66.0,86.82193442980883,66.48131106335606,363.2244061026556
6873.0,72.0,5.0,6923.105200755867,69.26273026083987,26.58421845508466,69.0,87.41096721490442,67.74065553167803,362.6122030513278
7100.0,78.6,0.0,7011.552600377934,73.93136513041993,13.29210922754233,69.0,87.70548360745221,68.37032776583902,359.3061015256639
7172.0,81.18,0.0,7091.776300188967,77.55568256520996,6.646054613771165,69.0,87.3527418037261,68.68516388291951,355.153050762832
7194.0,81.65,0.0,7142.888150094484,79.60284128260498,3.3230273068855825,71.0,87.17637090186305,69.84258194145976,360.076525381416
7264.0,78.63,0.0,7203.444075047242,79.11642064130248,1.6615136534427912,70.0,87.08818545093152,69.92129097072987,362.038262690708
7279.0,73.2,0.0,7241.222037523621,76.15821032065125,0.8307568267213956,72.0,87.04409272546576,70.96064548536494,361.019131345354
7227.0,72.46,0.0,7234.111018761811,74.30910516032563,0.4153784133606978,72.0,86.52204636273288,71.48032274268246,356.509565672677
7996.0,67.24,0.0,7615.055509380905,70.7745525801628,0.2076892066803489,55.0,87.76102318136644,63.24016137134123,363.7547828363385
7838.0,64.17,137.0,7726.527754690453,67.4722762900814,68.60384460334018,55.0,87.38051159068323,59.120080685670615,366.8773914181693
8048.0,62.12,482.0,7887.263877345226,64.7961381450407,275.30192230167006,55.0,87.19025579534161,57.06004034283531,367.43869570908464
7837.0,62.11,747.0,7862.131938672614,63.45306907252035,511.15096115083503,56.0,87.0951278976708,56.53002017141765,363.7193478545423
7827.0,60.05,845.0,7844.565969336307,61.75153453626017,678.0754805754175,55.0,87.0475639488354,55.76501008570882,361.8596739272712
7910.0,62.48,700.0,7877.282984668153,62.115767268130085,689.0377402877087,57.0,87.5237819744177,56.38250504285441,360.9298369636356
7856.0,70.01,209.0,7866.641492334076,66.06288363406505,449.0188701438544,54.0,87.26189098720886,55.1912525214272,362.4649184818178
7855.0,75.2,0.0,7860.820746167038,70.63144181703252,224.5094350719272,55.0,87.13094549360443,55.0956262607136,368.2324592409089
7982.0,83.3,0.0,7921.410373083519,76.96572090851626,112.2547175359636,55.0,87.06547274680221,55.0478131303568,373.1162296204544
7991.0,93.14,0.0,7956.20518654176,85.05286045425814,56.1273587679818,54.0,85.53273637340111,54.5239065651784,377.0581148102272
7979.0,100.45,0.0,7967.60259327088,92.75143022712908,28.0636793839909,51.0,86.76636818670056,52.7619532825892,370.5290574051136
7982.0,95.17,0.0,7974.80129663544,93.96071511356452,14.03183969199545,51.0,87.38318409335028,51.8809766412946,368.7645287025568
8005.0,85.23,0.0,7989.90064831772,89.59535755678226,7.015919845997725,52.0,88.19159204667514,51.9404883206473,365.3822643512784
7839.0,77.29,0.0,7914.45032415886,83.44267877839113,3.5079599229988623,53.0,87.59579602333757,52.47024416032365,367.1911321756392
7782.0,76.61,0.0,7848.22516207943,80.02633938919556,1.7539799614994311,51.0,86.79789801166879,51.73512208016183,367.0955660878196
7807.0,77.15,0.0,7827.612581039715,78.58816969459778,0.8769899807497156,52.0,86.3989490058344,51.86756104008092,367.0477830439098
7866.0,79.51,0.0,7846.806290519858,79.0490848472989,0.4384949903748578,52.0,85.1994745029172,51.93378052004046,367.5238915219549
8058.0,91.05,0.0,7952.403145259928,85.04954242364946,0.2192474951874289,52.0,84.5997372514586,51.96689026002023,365.7619457609775
8129.0,95.29,0.0,8040.701572629964,90.16977121182472,0.1096237475937144,51.0,84.7998686257293,51.48344513001011,368.3809728804888
8163.0,91.25,0.0,8101.8507863149825,90.70988560591236,0.0548118737968572,52.0,85.39993431286464,51.741722565005055,361.1904864402444
8002.0,87.08,0.0,8051.925393157491,88.89494280295618,0.0274059368984286,53.0,85.69996715643232,52.37086128250253,373.5952432201222
7853.0,78.15,6.0,7952.462696578746,83.5224714014781,3.0137029684492145,52.0,86.34998357821615,52.18543064125127,378.7976216100611
7601.0,75.07,137.0,7776.731348289373,79.29623570073905,70.00685148422461,52.0,86.67499178910808,52.09271532062563,379.89881080503056
7280.0,73.73,398.0,7528.365674144687,76.51311785036953,234.0034257421123,67.0,85.33749589455404,59.546357660312815,381.44940540251525
6774.0,70.99,392.0,7151.182837072343,73.75155892518475,313.00171287105616,67.0,85.16874794727701,63.27317883015641,375.7247027012576
6349.0,68.3,956.0,6750.091418536172,71.02577946259237,634.500856435528,67.0,85.0843739736385,65.1365894150782,373.8623513506288
6078.0,64.22,1088.0,6414.045709268086,67.62288973129618,861.250428217764,65.0,85.54218698681925,65.06829470753911,373.4311756753144
5984.0,63.53,1027.0,6199.022854634043,65.57644486564809,944.125214108882,67.0,85.77109349340962,66.03414735376955,373.2155878376572
5817.0,66.7,1348.0,6008.011427317022,66.13822243282405,1146.062607054441,66.0,85.88554674670482,66.01707367688478,367.10779391882863
5785.0,69.79,1804.0,5896.505713658511,67.96411121641202,1475.0313035272206,67.0,85.94277337335241,66.50853683844238,360.5538969594143
5570.0,75.57,1638.0,5733.252856829256,71.76705560820601,1556.5156517636103,66.0,85.9713866866762,66.25426841922119,353.7769484797072
6289.0,82.36,508.0,6011.126428414627,77.063527804103,1032.2578258818053,69.0,85.9856933433381,67.6271342096106,342.8884742398536
6720.0,87.03,198.0,6365.563214207314,82.04676390205151,615.1289129409026,66.0,85.49284667166904,66.8135671048053,323.9442371199268
7301.0,91.08,104.0,6833.281607103657,86.56338195102575,359.5644564704513,67.0,84.74642333583452,66.90678355240266,319.4721185599634
7468.0,89.29,0.0,7150.640803551829,87.92669097551288,179.78222823522566,66.0,84.87321166791726,66.45339177620133,317.2360592799817
7503.0,85.45,6.0,7326.820401775914,86.68834548775644,92.89111411761284,68.0,84.43660583395862,67.22669588810066,314.1180296399908
7551.0,80.33,27.0,7438.910200887957,83.50917274387822,59.945557058806415,69.0,83.71830291697931,68.11334794405033,312.5590148199954
7542.0,77.33,32.0,7490.455100443978,80.41958637193912,45.97277852940321,69.0,83.85915145848966,68.55667397202517,290.7795074099977
7517.0,77.03,10.0,7503.727550221989,78.72479318596956,27.986389264701604,66.0,83.92957572924483,67.27833698601259,276.88975370499884
7462.0,78.15,0.0,7482.863775110994,78.43739659298478,13.993194632350802,67.0,83.46478786462242,67.1391684930063,267.9448768524994
7437.0,80.48,0.0,7459.931887555497,79.4586982964924,6.996597316175401,67.0,83.23239393231121,67.06958424650315,262.9724384262497
7345.0,90.87,0.0,7402.465943777748,85.1643491482462,3.4982986580877005,69.0,83.1161969661556,68.03479212325158,260.48621921312485
7419.0,94.11,0.0,7410.732971888874,89.6371745741231,1.7491493290438502,69.0,82.5580984830778,68.51739606162579,265.2431096065624
7224.0,90.26,84.0,7317.366485944437,89.94858728706154,42.87457466452192,68.0,82.2790492415389,68.2586980308129,280.12155480328124
7191.0,84.66,81.0,7254.183242972218,87.30429364353077,61.937287332260965,67.0,82.13952462076945,67.62934901540645,290.5607774016406
7012.0,77.05,4.0,7133.091621486109,82.17714682176538,32.96864366613048,70.0,82.56976231038473,68.81467450770322,295.7803887008203
6549.0,73.14,0.0,6841.045810743055,77.6585734108827,16.48432183306524,67.0,82.78488115519237,67.90733725385161,298.8901943504102
7695.0,67.7,0.0,7268.022905371527,72.67928670544134,8.24216091653262,66.0,84.39244057759618,66.9536686269258,306.4450971752051
7691.0,61.05,62.0,7479.511452685763,66.86464335272066,35.12108045826631,68.0,85.19622028879809,67.4768343134629,303.72254858760255
7435.0,59.61,167.0,7457.255726342882,63.23732167636033,101.06054022913315,67.0,85.09811014439904,67.23841715673146,300.3612742938013
7544.0,58.65,557.0,7500.627863171441,60.943660838180165,329.0302701145666,67.0,85.54905507219952,67.11920857836573,298.1806371469006
7375.0,58.4,734.0,7437.813931585721,59.671830419090085,531.5151350572833,66.0,85.77452753609975,66.55960428918286,298.0903185734503
7442.0,59.77,753.0,7439.90696579286,59.72091520954504,642.2575675286416,66.0,85.88726376804988,66.27980214459143,293.04515928672515
7465.0,68.38,468.0,7452.45348289643,64.05045760477252,555.1287837643208,66.0,85.94363188402494,66.13990107229571,296.0225796433626
7674.0,75.5,297.0,7563.226741448215,69.77522880238627,426.0643918821604,67.0,85.47181594201247,66.56995053614786,297.5112898216813
7654.0,81.67,43.0,7608.613370724108,75.72261440119314,234.5321959410802,67.0,85.23590797100624,66.78497526807394,315.25564491084066
7801.0,85.8,0.0,7704.806685362054,80.76130720059658,117.2660979705401,67.0,84.61795398550312,66.89248763403697,331.6278224554203
7866.0,92.0,0.0,7785.403342681027,86.38065360029829,58.63304898527005,68.0,84.30897699275155,67.44624381701848,341.8139112277101
7645.0,89.66,0.0,7715.201671340514,88.02032680014915,29.316524492635025,69.0,83.65448849637578,68.22312190850924,347.4069556138551
7610.0,85.5,0.0,7662.600835670257,86.76016340007457,14.658262246317513,66.0,83.3272442481879,67.11156095425463,353.70347780692754
7710.0,81.22,0.0,7686.300417835128,83.99008170003728,7.329131123158756,68.0,82.66362212409395,67.55578047712731,358.8517389034638
7738.0,77.08,0.0,7712.150208917565,80.53504085001865,3.664565561579378,70.0,82.33181106204697,68.77789023856366,366.4258694517319
7777.0,77.33,1.0,7744.575104458782,78.93252042500933,2.332282780789689,72.0,82.16590553102348,70.38894511928183,366.2129347258659
7817.0,80.09,0.0,7780.787552229391,79.51126021250467,1.1661413903948443,70.0,82.08295276551175,70.19447255964091,369.10646736293296
7645.0,81.64,4.0,7712.893776114695,80.57563010625233,2.5830706951974225,71.0,82.04147638275587,70.59723627982046,377.5532336814665
7179.0,88.51,167.0,7445.946888057348,84.54281505312616,84.79153534759871,69.0,82.02073819137794,69.79861813991023,383.77661684073325
6873.0,89.0,433.0,7159.473444028674,86.77140752656308,258.89576767379936,72.0,82.01036909568897,70.89930906995511,387.3883084203666
6633.0,87.11,183.0,6896.236722014337,86.94070376328153,220.94788383689968,72.0,82.0051845478445,71.44965453497755,392.19415421018334
7175.0,82.13,50.0,7035.6183610071685,84.53535188164076,135.47394191844984,71.0,82.00259227392225,71.22482726748878,390.09707710509167
7443.0,78.39,1.0,7239.309180503584,81.46267594082039,68.23697095922492,73.0,82.00129613696112,72.11241363374438,392.5485385525458
7447.0,72.17,0.0,7343.154590251792,76.81633797041019,34.11848547961246,72.0,82.00064806848056,72.05620681687219,388.2742692762729
7380.0,61.8,321.0,7361.577295125896,69.3081689852051,177.55924273980622,71.0,85.00032403424028,71.5281034084361,400.1371346381365
7378.0,59.46,391.0,7369.7886475629475,64.38408449260255,284.2796213699031,72.0,86.50016201712015,71.76405170421805,399.5685673190682
7369.0,55.97,472.0,7369.394323781474,60.17704224630128,378.1398106849516,69.0,87.25008100856007,70.38202585210902,394.2842836595341
7318.0,55.03,488.0,7343.697161890737,57.60352112315064,433.06990534247575,69.0,87.62504050428004,69.69101292605451,390.1421418297671
7337.0,54.53,660.0,7340.348580945369,56.06676056157532,546.5349526712379,68.0,87.31252025214002,68.84550646302725,387.57107091488353
7357.0,55.44,490.0,7348.674290472684,55.75338028078766,518.267476335619,66.0,87.15626012607001,67.42275323151362,379.28553545744177
7242.0,57.22,150.0,7295.337145236343,56.48669014039383,334.1337381678095,67.0,87.078130063035,67.21137661575682,382.64276772872086
7236.0,63.84,0.0,7265.668572618171,60.16334507019692,167.06686908390475,66.0,87.53906503151751,66.60568830787841,391.8213838643604
7260.0,71.4,0.0,7262.834286309086,65.78167253509847,83.53343454195237,68.0,87.76953251575875,67.3028441539392,407.4106919321802
7419.0,74.51,0.0,7340.917143154543,70.14583626754924,41.76671727097619,68.0,87.38476625787938,67.6514220769696,419.2053459660901
7347.0,77.05,0.0,7343.958571577272,73.59791813377461,20.883358635488094,66.0,86.1923831289397,66.8257110384848,427.60267298304507
7333.0,75.49,121.0,7338.479285788636,74.54395906688731,70.94167931774405,67.0,84.09619156446985,66.9128555192424,426.3013364915225
7368.0,74.23,166.0,7353.239642894317,74.38697953344365,118.47083965887202,69.0,85.54809578223492,67.95642775962119,422.65066824576127
